Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Afghanistan,AFG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,85.3756070137024,86.0691905021667,84.5275938510895,78.9700865745544,76.8249750137329,78.1699895858765,75.4033863544464,72.779244184494,78.9966523647308,73.2551693916321,74.4862079620361,72.0478653907776,73.0559229850769,78.3822953701019,75.9743332862854,75.482577085495,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Albania,ALB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Algeria,DZA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.7945150136948,21.6685250401497,22.5248828530312,21.1486369371414,26.094326376915,28.0936121940613,29.1213601827621,28.0885815620422,26.1469572782516,27.449506521225,28.8824439048767,27.8734654188156,25.715908408165,27.5619775056839,26.6584545373917,28.208202123642,30.8821350336075,32.5488388538361,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Andorra,AND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,47.8947877883911,47.42711186409,48.1156915426254,51.0664284229279,52.9277861118317,50.495833158493,50.9213507175446,50.7032454013824,48.4137952327728,46.611362695694,45.4321920871735,44.3996131420136,43.8894897699356,43.2765901088715,42.8039580583572,42.3558264970779,41.7908906936646,41.7770534753799,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Angola,AGO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27.3046880960464,45.0910866260529,49.6620506048203,48.5106885433197,46.8910992145538,42.3326551914215,30.6657016277313,28.3839702606201,21.6532379388809,15.5089050531387,19.3437561392784,17.9938092827797,17.6191776990891,21.3492780923843,26.8761664628983,33.523166179657,35.2089315652847,34.1210126876831,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Antigua and Barbuda,ATG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23.284150660038,23.4170988202095,22.1595719456673,22.3154559731483,23.6583486199379,27.2046566009521,30.0843447446823,30.7415455579758,30.5415421724319,24.0889579057693,25.5068600177765,26.3831704854965,28.1195044517517,26.9559741020203,27.7604818344116,25.9837120771408,31.7270368337631,34.9848866462708,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Arab World,ARB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37.6328868806995,35.7282449533868,36.2744104016512,35.5382360221663,35.3447110875232,34.9373151595343,34.0779528742732,34.6210330882716,34.5963501501256,31.3539004187554,33.0497400277613,30.8387985868771,31.4989148079369,30.6966278124015,28.9682233909207,31.4442054964414,32.0631048178406,38.3093014667449,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Argentina,ARG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29.1043311357498,29.4743984937668,29.9938976764679,28.2498925924301,27.6296317577362,33.0679148435593,31.6044449806213,29.2690306901932,25.6215631961823,22.537387907505,19.7093725204468,17.9976493120193,14.111852645874,14.4944190979004,14.5583495497704,13.7893319129944,15.9830957651138,15.0185272097588,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Armenia,ARM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,62.0109558105469,50.8796036243439,75.2344965934753,76.4255523681641,71.5887069702148,62.9359185695648,61.1735701560974,58.2291841506958,71.4370131492615,73.6329257488251,77.6241302490234,78.4196674823761,78.5872995853424,82.8755736351013,82.4813663959503,81.629878282547,80.6468784809113,84.348076581955,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.997080206871,20.4388156533241,19.9200809001923,19.1478535532951,19.218485057354,19.6429833769798,19.7495877742767,19.0025001764297,19.0417304635048,19.0527006983757,19.7492718696594,19.1725254058838,19.934207201004,19.7154209017754,19.5582702755928,18.9466014504433,18.3377906680107,18.1521028280258,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Austria,AUT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.8222194314003,18.4629574418068,18.6132863163948,18.8883692026138,19.3019047379494,19.1832602024078,18.8062772154808,18.8061386346817,18.243932723999,18.0512860417366,18.6016261577606,18.7395632266998,18.6740919947624,19.1712513566017,19.0981760621071,19.0911129117012,19.3011283874512,19.2032665014267,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Azerbaijan,AZE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,75.8938431739807,77.2031307220459,79.1090667247772,85.3772938251495,87.0110809803009,87.0997130870819,83.9685499668121,79.2751669883728,77.4432718753815,77.0331919193268,77.3955523967743,77.5921046733856,75.57213306427,77.8614103794098,78.1054854393005,79.4463276863098,81.5710306167603,83.8561415672302,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,"Bahamas, The",BHS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.1802631616592,20.9732174873352,22.7832451462746,24.8443990945816,26.2986421585083,29.5108407735825,27.5604784488678,29.8106104135513,28.869366645813,27.8437793254852,28.4227460622787,28.4017205238342,28.687247633934,28.58025431633,30.052924156189,26.8609613180161,27.6852458715439,30.9824675321579,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Bahrain,BHR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.7922053337097,25.3538280725479,25.7226079702377,31.4931005239487,30.9007465839386,28.192526102066,27.0949095487595,30.1591247320175,27.2206842899323,28.3478558063507,28.4604609012604,28.4358501434326,26.8039226531982,26.9046038389206,26.1759996414185,25.8403867483139,27.9878586530685,30.5521756410599,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Bangladesh,BGD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,61.0953211784363,65.140163898468,62.2935891151428,62.387627363205,62.5052392482758,64.8548603057861,65.0752663612366,65.8163249492645,67.1635389328003,67.2367036342621,67.2104001045227,67.3722267150879,67.4690961837769,68.5146629810333,69.9314594268799,71.8163371086121,73.1260061264038,73.8847374916077,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Barbados,BRB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39.3747568130493,38.0585938692093,36.5217357873917,35.9310805797577,33.5892707109451,35.0739300251007,35.3816092014313,36.8422150611877,35.4552686214447,36.3133996725082,38.0800902843475,42.188224196434,38.6069864034653,41.5833801031113,44.4222211837769,45.2299445867538,45.1797008514404,46.3035732507706,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Belarus,BLR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.0283610224724,20.714370906353,23.0266705155373,20.1688945293427,19.2210093140602,21.7830255627632,24.3880793452263,25.7939398288727,29.8413425683975,30.9197217226028,29.1650682687759,33.5878431797028,30.7739824056625,33.7923377752304,34.894323348999,36.2026154994965,26.7141848802567,27.5150001049042,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Belgium,BEL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.2272281050682,19.5882648229599,20.8710953593254,20.615616440773,18.6763271689415,17.933700978756,18.6618074774742,19.2107081413269,18.4340447187424,18.164536356926,18.1727066636086,18.1752175092697,17.7340820431709,18.0322632193565,17.4903407692909,17.5399124622345,17.8647503256798,17.6382228732109,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Belize,BLZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35.113850235939,32.6250433921814,34.2637538909912,32.0024341344833,32.3608905076981,30.1423400640488,28.2554030418396,25.7962942123413,25.2551198005676,23.8423928618431,23.908668756485,24.5006248354912,25.3163784742355,24.3389397859573,24.0166902542114,23.141273856163,23.5430344939232,24.1548627614975,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Benin,BEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,52.4986624717712,50.0599801540375,52.734249830246,53.0671656131744,51.1103808879852,51.0779857635498,50.5469262599945,49.0419089794159,47.3590314388275,46.0666835308075,45.0661718845367,43.6743438243866,37.4064475297928,42.312091588974,44.0125435590744,40.4965877532959,43.4832900762558,44.979926943779,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Bhutan,BTN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.5413442254066,7.93422237038612,10.3040888905525,19.0084546804428,16.253636777401,16.7903825640678,14.7910326719284,14.3366470932961,15.4742479324341,16.5810897946358,16.4826348423958,16.3439273834229,20.5064043402672,20.3139036893845,21.1712315678597,19.7946578264236,20.1296955347061,13.3064657449722,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Bolivia,BOL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33.50730240345,33.0533772706985,33.9209347963333,32.0286154747009,32.5943887233734,32.0001929998398,32.2653949260712,30.7619363069534,30.3682297468185,30.0993770360947,33.2774013280869,32.505464553833,34.358337521553,34.0091645717621,30.904358625412,27.3266166448593,28.0211210250854,25.0778466463089,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Bosnia and Herzegovina,BIH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39.5919024944305,38.8839811086655,36.035293340683,30.3841710090637,42.7006781101227,45.2000588178635,44.9970871210098,44.2706674337387,43.9129948616028,30.6183159351349,30.0758630037308,29.4684857130051,29.2125701904297,28.9624869823456,28.9667963981628,28.8411110639572,28.6827325820923,29.1393101215363,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Botswana,BWA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.9829597175121,9.72539559006691,9.00437086820602,9.04516354203224,8.88363048434258,8.82705748081207,8.28751400113106,6.77262246608734,5.81573657691479,5.42353056371212,4.99356314539909,4.57396060228348,4.24004644155502,3.78434434533119,3.71709540486336,3.57781760394573,3.30749414861202,2.99324225634336,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.5922212600708,37.8070294857025,36.406198143959,35.4738593101501,35.3658348321915,35.8764410018921,34.3712657690048,33.0941200256348,30.8840930461884,31.210321187973,29.3852061033249,29.299584031105,29.6820312738419,28.1770676374435,28.1802475452423,28.4444153308868,27.4069219827652,27.4554938077927,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Brunei Darussalam,BRN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.8313140273094,16.8067470192909,16.4105504751205,17.0513391494751,16.9094815850258,16.3339629769325,14.6885275840759,12.7849996089935,10.1082377135754,9.49940234422684,8.26134905219078,8.47186893224716,8.85192900896072,9.40741971135139,7.33459964394569,4.97357659041882,4.97981533408165,5.17660900950432,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Bulgaria,BGR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40.3757005929947,43.7061280012131,39.7943943738937,38.0608290433884,39.2032593488693,38.8674139976501,42.6474064588547,42.5927013158798,42.6291882991791,44.3673431873322,43.1413441896439,44.4637268781662,47.7468073368073,47.1014887094498,45.8127737045288,47.668269276619,47.9540467262268,46.5525686740875,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Burkina Faso,BFA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42.1600818634033,42.7293837070465,38.2758289575577,33.3869278430939,30.4388403892517,30.7122558355331,30.852597951889,27.3934721946716,30.9570103883743,31.4406901597977,30.1687330007553,32.8817009925842,32.3835670948029,33.5373312234879,34.0784758329391,36.0298007726669,31.3830941915512,31.6775947809219,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Burundi,BDI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41.7869329452515,40.3045892715454,41.2000685930252,41.9656962156296,35.5601191520691,35.1700872182846,34.8143070936203,35.7070356607437,35.9579682350159,31.6275537014008,28.2003074884415,25.4752427339554,22.6936638355255,21.0843950510025,29.9224525690079,30.8293700218201,25.216668844223,25.4629760980606,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Cabo Verde,CPV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.2591878175735,23.3310833573341,23.5238149762154,24.1723537445068,23.8339871168137,24.5907545089722,23.7995743751526,22.9162320494652,24.4517356157303,24.2296159267426,28.0819326639175,25.8929282426834,24.5681911706924,24.2501452565193,25.6990522146225,27.7576714754105,28.7130236625671,28.8964778184891,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Cambodia,KHM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,68.6848998069763,62.2584521770477,60.6262385845184,61.6337418556213,56.307590007782,60.9400510787964,52.3414134979248,48.6775904893875,51.0761618614197,50.5034446716309,51.909464597702,59.7418785095215,60.4709088802338,61.2221539020538,58.6217761039734,57.3310673236847,58.5604012012482,60.4358732700348,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Cameroon,CMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,77.4300098419189,74.8951196670532,72.8549778461456,72.9953765869141,76.0062456130981,76.5824913978577,77.0938217639923,76.6547977924347,78.7997663021088,74.4190692901611,71.7398107051849,51.4438629150391,70.2673494815826,71.4027762413025,70.8786249160767,69.7441220283508,69.6669042110443,70.9576010704041,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.6052103042603,15.925994515419,15.9083396196365,15.2514800429344,15.2878686785698,15.3682932257652,15.1185780763626,14.8020416498184,14.6670371294022,14.3118754029274,14.6470740437508,13.949553668499,13.7740597128868,13.6323407292366,13.6467710137367,13.554123044014,14.1283065080643,14.2197504639626,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Caribbean small states,CSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35.7448443378871,37.5352147980414,34.8443818287896,36.0753021521706,35.2882561718699,36.0216083603632,35.7923249599677,37.9493004742392,37.1014791773637,35.8711916904536,35.7892015384257,35.7506834384425,35.0200592998964,34.3912838109451,35.1879731580952,33.0795969744868,32.9870511109329,32.994569156715,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Central African Republic,CAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,46.3835269212723,51.2586295604706,47.0022767782211,46.2108492851257,50.3565728664398,42.6303058862686,42.9216682910919,38.4525001049042,42.6107197999954,39.8681700229645,46.435958147049,44.7936177253723,43.3077931404114,48.7446069717407,41.2100464105606,29.9810588359833,43.0794179439545,31.1890989542007,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Central Europe and the Baltics,CEB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23.8972449069381,23.827653963712,22.3909542194513,22.0586369800124,23.9690998956748,22.9161895973239,22.9826552511838,23.2131718878481,22.4041954382077,22.3814093053076,22.3534633610182,22.9329812342116,23.4220992500167,22.578657788152,22.223900261913,22.6217954736104,22.6183169682868,22.4160128644403,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Chad,TCD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,56.2162578105927,58.2609295845032,64.7353827953339,47.4155306816101,51.0140657424927,56.2225103378296,63.6603593826294,64.9182677268982,68.8159465789795,65.0129675865173,67.5845384597778,60.7701599597931,59.4282209873199,58.6379528045654,55.7212054729462,56.7242085933685,55.9865951538086,58.0231606960297,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Chile,CHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42.8149670362473,42.6151752471924,42.4840062856674,42.7638471126556,41.8441206216812,42.4708664417267,40.749979019165,39.1872733831406,37.4304264783859,34.5889389514923,34.4676285982132,34.4992607831955,33.4076434373856,33.6383104324341,34.26873087883,34.5092564821243,34.7699463367462,33.5341811180115,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,China,CHN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,60.1253390312195,64.1914367675781,62.850821018219,60.7177674770355,58.7686777114868,57.6899945735931,55.9911847114563,51.2912094593048,47.368249297142,43.4562206268311,40.8000141382217,40.2655422687531,39.2345875501633,38.159516453743,36.5648329257965,35.0892871618271,35.9061866998672,36.0504120588303,..,..,..
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,Colombia,COL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.6910334229469,13.3981376886368,11.4896081387997,8.6039811372757,13.758584856987,16.4079591631889,17.9333686828613,19.2485228180885,20.8527356386185,18.0145472288132,17.0035570859909,15.315754711628,17.8585529327393,16.6692659258842,16.4165556430817,16.0592049360275,16.3662284612656,16.3084268569946,..,..,..
